case_id,activity,timestamp,resource,lifecycle
case-10541,T10 Determine necessity to stop indication,2011-11-24T12:10:33.205+01:00,Resource08,complete
case-10542,Confirmation of receipt,2012-01-17T11:24:14.147+01:00,Resource02,complete
case-10542,T02 Check confirmation of receipt,2012-01-17T11:24:50.099+01:00,Resource02,complete
case-10542,T04 Determine confirmation of receipt,2012-01-17T11:25:40.715+01:00,Resource02,complete
case-10542,T05 Print and send confirmation of receipt,2012-01-17T11:26:47.870+01:00,Resource02,complete
case-10546,Confirmation of receipt,2011-11-24T15:18:50.269+01:00,Resource08,complete
case-10546,T02 Check confirmation of receipt,2011-11-24T15:20:34.623+01:00,Resource08,complete
case-10546,T04 Determine confirmation of receipt,2011-11-24T15:21:12.700+01:00,Resource08,complete
case-10546,T05 Print and send confirmation of receipt,2011-11-24T15:22:56.138+01:00,Resource08,complete
case-10546,T06 Determine necessity of stop advice,2011-11-24T15:24:35.976+01:00,Resource08,complete
case-10546,T10 Determine necessity to stop indication,2011-11-28T10:22:58.669+01:00,Resource08,complete
case-10550,Confirmation of receipt,2011-11-22T13:48:53.252+01:00,Resource20,complete
case-10550,T02 Check confirmation of receipt,2011-11-22T13:49:20.353+01:00,Resource20,complete
case-10550,T04 Determine confirmation of receipt,2011-11-22T13:49:42.964+01:00,Resource20,complete
case-10550,T05 Print and send confirmation of receipt,2011-11-22T13:50:08.478+01:00,Resource20,complete
case-10550,T06 Determine necessity of stop advice,2011-11-22T13:50:35.789+01:00,Resource20,complete
case-10550,T10 Determine necessity to stop indication,2011-11-22T13:50:57.789+01:00,Resource20,complete
case-10551,Confirmation of receipt,2012-01-11T12:00:05.791+01:00,Resource09,complete
case-10551,T06 Determine necessity of stop advice,2012-01-11T12:00:53.694+01:00,Resource09,complete
case-10551,T10 Determine necessity to stop indication,2012-01-11T12:01:55.141+01:00,Resource09,complete
case-10551,T02 Check confirmation of receipt,2012-01-11T12:02:51.856+01:00,Resource09,complete
case-10551,T04 Determine confirmation of receipt,2012-01-11T12:04:31.551+01:00,Resource09,complete
case-10551,T05 Print and send confirmation of receipt,2012-01-11T12:05:14.491+01:00,Resource09,complete
case-10555,Confirmation of receipt,2011-11-24T14:48:48.674+01:00,Resource01,complete
case-10555,T02 Check confirmation of receipt,2011-11-24T14:49:31.532+01:00,Resource01,complete
case-10555,T04 Determine confirmation of receipt,2011-11-24T14:50:11.471+01:00,Resource01,complete
case-10555,T05 Print and send confirmation of receipt,2011-11-24T14:50:42.141+01:00,Resource01,complete
case-10555,T06 Determine necessity of stop advice,2011-11-24T14:50:57.458+01:00,Resource01,complete
case-10555,T10 Determine necessity to stop indication,2011-11-24T14:51:29.552+01:00,Resource01,complete
case-10563,Confirmation of receipt,2011-11-22T11:56:11.144+01:00,admin2,complete
case-10564,Confirmation of receipt,2011-12-08T14:15:29.375+01:00,Resource09,complete
case-10564,T02 Check confirmation of receipt,2011-12-08T14:16:06.431+01:00,Resource09,complete
case-10564,T04 Determine confirmation of receipt,2011-12-08T14:16:42.668+01:00,Resource09,complete
case-10564,T05 Print and send confirmation of receipt,2011-12-08T14:17:07.988+01:00,Resource09,complete
case-10564,T06 Determine necessity of stop advice,2011-12-08T14:17:39.570+01:00,Resource09,complete
case-10564,T10 Determine necessity to stop indication,2011-12-08T14:40:56.319+01:00,Resource09,complete
case-10571,Confirmation of receipt,2011-12-09T10:15:04.933+01:00,admin2,complete
case-10575,Confirmation of receipt,2011-12-01T08:33:35.361+01:00,Resource16,complete
case-10575,T02 Check confirmation of receipt,2011-12-01T08:34:01.593+01:00,Resource16,complete
case-10575,T04 Determine confirmation of receipt,2011-12-01T08:34:49.023+01:00,Resource16,complete
case-10575,T05 Print and send confirmation of receipt,2011-12-01T08:36:40.264+01:00,Resource16,complete
case-10575,T06 Determine necessity of stop advice,2011-12-01T08:37:42.825+01:00,Resource16,complete
case-10575,T10 Determine necessity to stop indication,2011-12-01T08:38:10.344+01:00,Resource16,complete
case-10576,Confirmation of receipt,2011-11-24T14:30:50.714+01:00,Resource01,complete
case-10576,T06 Determine necessity of stop advice,2011-11-24T14:31:22.728+01:00,Resource01,complete
case-10576,T02 Check confirmation of receipt,2011-11-24T14:31:48.853+01:00,Resource01,complete
case-10576,T04 Determine confirmation of receipt,2011-11-24T14:32:07.053+01:00,Resource01,complete
case-10576,T05 Print and send confirmation of receipt,2011-11-24T14:32:23.408+01:00,Resource01,complete
case-10576,T10 Determine necessity to stop indication,2011-11-24T14:32:46.077+01:00,Resource01,complete
case-10582,Confirmation of receipt,2011-11-24T09:15:49.144+01:00,admin2,complete
case-10583,Confirmation of receipt,2011-12-15T14:42:52.507+01:00,Resource09,complete
case-10583,T02 Check confirmation of receipt,2011-12-15T14:45:08.364+01:00,Resource09,complete
case-10583,T04 Determine confirmation of receipt,2011-12-15T14:45:47.035+01:00,Resource09,complete
case-10583,T05 Print and send confirmation of receipt,2011-12-15T14:46:19.010+01:00,Resource09,complete
case-10583,T06 Determine necessity of stop advice,2011-12-15T14:46:49.392+01:00,Resource09,complete
case-10583,T10 Determine necessity to stop indication,2011-12-15T14:47:46.628+01:00,Resource09,complete
case-10592,Confirmation of receipt,2011-11-29T11:46:06.532+01:00,Resource12,complete
case-10592,T02 Check confirmation of receipt,2011-11-29T11:46:54.371+01:00,Resource12,complete
case-10592,T04 Determine confirmation of receipt,2011-11-29T11:47:32.540+01:00,Resource12,complete
case-10592,T06 Determine necessity of stop advice,2011-11-29T12:08:36.453+01:00,Resource12,complete
case-10592,T10 Determine necessity to stop indication,2011-11-29T12:09:11.004+01:00,Resource12,complete
case-10592,T05 Print and send confirmation of receipt,2011-11-30T12:02:36.695+01:00,Resource27,complete
case-10593,Confirmation of receipt,2011-11-30T13:54:33.716+01:00,Resource04,complete
case-10593,T02 Check confirmation of receipt,2011-11-30T13:54:56.948+01:00,Resource04,complete
case-10593,T04 Determine confirmation of receipt,2011-11-30T13:55:14.723+01:00,Resource04,complete
case-10593,T05 Print and send confirmation of receipt,2011-11-30T13:55:33.200+01:00,Resource04,complete
case-10593,T06 Determine necessity of stop advice,2011-11-30T13:55:50.019+01:00,Resource04,complete
case-10593,T10 Determine necessity to stop indication,2011-11-30T13:56:09.588+01:00,Resource04,complete
case-10598,Confirmation of receipt,2011-11-24T16:28:52.911+01:00,Resource20,complete
case-10598,T02 Check confirmation of receipt,2011-11-24T16:30:32.541+01:00,Resource20,complete
case-10598,T04 Determine confirmation of receipt,2011-11-24T16:30:49.801+01:00,Resource20,complete
case-10598,T05 Print and send confirmation of receipt,2011-11-24T16:31:26.522+01:00,Resource20,complete
case-10598,T06 Determine necessity of stop advice,2011-11-24T16:31:57.491+01:00,Resource20,complete
case-10598,T10 Determine necessity to stop indication,2011-11-24T16:32:30.511+01:00,Resource20,complete
case-10600,Confirmation of receipt,2011-12-21T10:20:20.213+01:00,Resource01,complete
case-10600,T02 Check confirmation of receipt,2011-12-21T10:46:42.284+01:00,Resource01,complete
case-10600,T04 Determine confirmation of receipt,2011-12-21T10:47:24.332+01:00,Resource01,complete
case-10600,T05 Print and send confirmation of receipt,2011-12-21T10:48:11.870+01:00,Resource01,complete
case-10600,T06 Determine necessity of stop advice,2011-12-21T10:48:36.883+01:00,Resource01,complete
case-10600,T10 Determine necessity to stop indication,2011-12-21T10:50:36.805+01:00,Resource01,complete
case-10621,Confirmation of receipt,2012-01-20T13:02:41.692+01:00,Resource21,complete
case-10621,T02 Check confirmation of receipt,2012-01-20T13:03:22.343+01:00,Resource21,complete
case-10621,T04 Determine confirmation of receipt,2012-01-20T13:04:42.498+01:00,Resource21,complete
case-10621,T05 Print and send confirmation of receipt,2012-01-20T13:05:14.580+01:00,Resource21,complete
case-10621,T06 Determine necessity of stop advice,2012-01-20T13:05:47.919+01:00,Resource21,complete
case-10621,T10 Determine necessity to stop indication,2012-01-20T13:06:25.475+01:00,Resource21,complete
case-10623,Confirmation of receipt,2011-12-02T09:10:04.876+01:00,Resource06,complete
case-10623,T02 Check confirmation of receipt,2011-12-02T09:53:30.525+01:00,Resource06,complete
case-10623,T04 Determine confirmation of receipt,2011-12-02T09:54:36.749+01:00,Resource06,complete
case-10623,T05 Print and send confirmation of receipt,2011-12-02T09:55:02.061+01:00,Resource06,complete
case-10623,T06 Determine necessity of stop advice,2011-12-02T09:58:38.507+01:00,Resource06,complete
case-10623,T10 Determine necessity to stop indication,2011-12-02T09:59:01.611+01:00,Resource06,complete
case-10624,Confirmation of receipt,2011-12-01T10:44:22.790+01:00,Resource04,complete
case-10624,T02 Check confirmation of receipt,2011-12-01T10:45:28.019+01:00,Resource04,complete
case-10624,T04 Determine confirmation of receipt,2011-12-01T10:45:46.710+01:00,Resource04,complete
case-10624,T05 Print and send confirmation of receipt,2011-12-01T10:46:04.524+01:00,Resource04,complete
case-10624,T06 Determine necessity of stop advice,2011-12-01T12:52:52.161+01:00,Resource04,complete
case-10624,T10 Determine necessity to stop indication,2011-12-01T12:53:18.284+01:00,Resource04,complete
case-10626,Confirmation of receipt,2012-01-16T10:05:19.539+01:00,Resource02,complete
case-10626,T02 Check confirmation of receipt,2012-01-16T10:27:20.523+01:00,Resource02,complete
case-10626,T04 Determine confirmation of receipt,2012-01-16T10:35:25.190+01:00,Resource02,complete
case-10626,T05 Print and send confirmation of receipt,2012-01-16T10:37:59.698+01:00,Resource02,complete
case-10626,T06 Determine necessity of stop advice,2012-01-16T10:39:51.238+01:00,Resource02,complete
case-10626,T10 Determine necessity to stop indication,2012-01-16T10:50:04.279+01:00,Resource02,complete
case-10636,Confirmation of receipt,2012-01-18T10:04:47.448+01:00,Resource21,complete
case-10636,T02 Check confirmation of receipt,2012-01-18T10:05:30.029+01:00,Resource21,complete
case-10636,T04 Determine confirmation of receipt,2012-01-18T10:06:07.388+01:00,Resource21,complete
case-10636,T05 Print and send confirmation of receipt,2012-01-18T10:06:51.311+01:00,Resource21,complete
case-10636,T06 Determine necessity of stop advice,2012-01-18T10:07:26.118+01:00,Resource21,complete
case-10636,T10 Determine necessity to stop indication,2012-01-18T10:08:01.844+01:00,Resource21,complete
case-10646,Confirmation of receipt,2011-12-02T15:07:18.216+01:00,Resource06,complete
case-10646,T02 Check confirmation of receipt,2011-12-02T15:07:47.141+01:00,Resource06,complete
case-10646,T04 Determine confirmation of receipt,2011-12-02T15:08:06.030+01:00,Resource06,complete
case-10646,T05 Print and send confirmation of receipt,2011-12-02T15:08:24.428+01:00,Resource06,complete
case-10646,T06 Determine necessity of stop advice,2011-12-02T15:08:56.053+01:00,Resource06,complete
case-10646,T10 Determine necessity to stop indication,2011-12-02T15:09:23.531+01:00,Resource06,complete
case-10647,Confirmation of receipt,2011-12-06T15:01:49.228+01:00,Resource03,complete
case-10647,T02 Check confirmation of receipt,2011-12-06T15:02:24.505+01:00,Resource03,complete
case-10647,T04 Determine confirmation of receipt,2011-12-06T15:02:41.153+01:00,Resource03,complete
case-10647,T05 Print and send confirmation of receipt,2011-12-06T15:02:57.205+01:00,Resource03,complete
case-10647,T06 Determine necessity of stop advice,2011-12-06T15:03:19.558+01:00,Resource03,complete
case-10647,T10 Determine necessity to stop indication,2011-12-06T15:04:39.219+01:00,Resource03,complete
case-10660,Confirmation of receipt,2011-12-02T08:29:50.103+01:00,admin2,complete
case-10661,Confirmation of receipt,2011-12-13T13:04:48.724+01:00,Resource06,complete
case-10661,T02 Check confirmation of receipt,2011-12-13T13:06:38.157+01:00,Resource06,complete
case-10661,T06 Determine necessity of stop advice,2011-12-13T13:54:01.182+01:00,Resource06,complete
case-10661,T10 Determine necessity to stop indication,2011-12-13T13:54:35.391+01:00,Resource06,complete
case-10661,T04 Determine confirmation of receipt,2011-12-13T13:55:18.189+01:00,Resource06,complete
case-10661,T05 Print and send confirmation of receipt,2011-12-13T13:59:02.065+01:00,Resource06,complete
case-10662,Confirmation of receipt,2011-11-30T16:04:11.166+01:00,Resource06,complete
case-10662,T02 Check confirmation of receipt,2011-11-30T16:04:34.445+01:00,Resource06,complete
case-10662,T04 Determine confirmation of receipt,2011-11-30T16:05:16.298+01:00,Resource06,complete
case-10662,T05 Print and send confirmation of receipt,2011-11-30T16:05:37.734+01:00,Resource06,complete
case-10662,T06 Determine necessity of stop advice,2011-11-30T16:06:12.022+01:00,Resource06,complete
case-10662,T10 Determine necessity to stop indication,2011-11-30T16:06:44.087+01:00,Resource06,complete
case-10663,Confirmation of receipt,2011-12-09T12:49:19.454+01:00,Resource04,complete
case-10663,T02 Check confirmation of receipt,2011-12-09T12:49:50.916+01:00,Resource04,complete
case-10663,T04 Determine confirmation of receipt,2011-12-09T12:50:16.571+01:00,Resource04,complete
case-10663,T05 Print and send confirmation of receipt,2011-12-09T12:50:39.797+01:00,Resource04,complete
case-10663,T06 Determine necessity of stop advice,2011-12-09T12:50:59.806+01:00,Resource04,complete
case-10663,T10 Determine necessity to stop indication,2011-12-09T12:51:22.060+01:00,Resource04,complete
case-10669,Confirmation of receipt,2011-12-06T16:11:54.463+01:00,Resource03,complete
case-10669,T02 Check confirmation of receipt,2011-12-06T16:12:17.249+01:00,Resource03,complete
case-10669,T04 Determine confirmation of receipt,2011-12-06T16:12:35.482+01:00,Resource03,complete
case-10669,T05 Print and send confirmation of receipt,2011-12-06T16:12:50.221+01:00,Resource03,complete
case-10669,T06 Determine necessity of stop advice,2011-12-06T16:13:06.971+01:00,Resource03,complete
case-10669,T10 Determine necessity to stop indication,2011-12-06T16:13:33.793+01:00,Resource03,complete
case-10670,Confirmation of receipt,2011-12-07T14:45:21.482+01:00,Resource03,complete
case-10670,T02 Check confirmation of receipt,2011-12-07T14:46:27.071+01:00,Resource03,complete
case-10670,T04 Determine confirmation of receipt,2011-12-07T14:46:44.803+01:00,Resource03,complete
case-10670,T05 Print and send confirmation of receipt,2011-12-07T14:47:02.003+01:00,Resource03,complete
case-10670,T06 Determine necessity of stop advice,2011-12-07T14:47:22.169+01:00,Resource03,complete
case-10670,T10 Determine necessity to stop indication,2011-12-07T14:47:44.738+01:00,Resource03,complete
case-10671,Confirmation of receipt,2011-12-15T12:17:50.970+01:00,Resource05,complete
case-10671,T02 Check confirmation of receipt,2011-12-15T12:18:31.532+01:00,Resource05,complete
case-10671,T04 Determine confirmation of receipt,2011-12-15T12:18:57.325+01:00,Resource05,complete
case-10671,T05 Print and send confirmation of receipt,2011-12-15T12:20:03.012+01:00,Resource05,complete
case-10671,T06 Determine necessity of stop advice,2011-12-15T12:21:06.553+01:00,Resource05,complete
case-10671,T10 Determine necessity to stop indication,2011-12-15T12:21:41.425+01:00,Resource05,complete
case-10675,Confirmation of receipt,2011-12-23T14:36:26.442+01:00,Resource09,complete
case-10675,T06 Determine necessity of stop advice,2011-12-23T14:38:23.853+01:00,Resource09,complete
case-10675,T10 Determine necessity to stop indication,2011-12-23T14:39:08.074+01:00,Resource09,complete
case-10688,Confirmation of receipt,2011-12-09T16:37:36.011+01:00,Resource04,complete
case-10688,T02 Check confirmation of receipt,2011-12-09T16:37:57.329+01:00,Resource04,complete
case-10688,T04 Determine confirmation of receipt,2011-12-09T16:38:15.458+01:00,Resource04,complete
case-10688,T05 Print and send confirmation of receipt,2011-12-09T16:38:31.683+01:00,Resource04,complete
case-10688,T06 Determine necessity of stop advice,2011-12-22T11:10:39.999+01:00,Resource04,complete
case-10688,T10 Determine necessity to stop indication,2011-12-22T11:11:38.505+01:00,Resource04,complete
case-10693,Confirmation of receipt,2011-12-06T14:40:10.889+01:00,Resource03,complete
case-10693,T02 Check confirmation of receipt,2011-12-06T14:40:35.378+01:00,Resource03,complete
case-10693,T04 Determine confirmation of receipt,2011-12-06T14:40:51.708+01:00,Resource03,complete
case-10693,T05 Print and send confirmation of receipt,2011-12-06T14:41:07.822+01:00,Resource03,complete
case-10693,T06 Determine necessity of stop advice,2011-12-06T14:41:40.040+01:00,admin2,complete
case-10709,Confirmation of receipt,2012-01-10T13:14:31.452+01:00,Resource09,complete
case-10709,T02 Check confirmation of receipt,2012-01-10T13:15:26.688+01:00,Resource09,complete
case-10709,T06 Determine necessity of stop advice,2012-01-10T13:47:41.697+01:00,Resource09,complete
case-10709,T10 Determine necessity to stop indication,2012-01-10T14:09:25.832+01:00,Resource09,complete
case-10709,T04 Determine confirmation of receipt,2012-01-10T14:11:40.999+01:00,Resource09,complete
case-10709,T05 Print and send confirmation of receipt,2012-01-10T14:12:14.059+01:00,Resource09,complete
case-10735,Confirmation of receipt,2011-12-07T11:27:27.810+01:00,Resource16,complete
case-10735,T02 Check confirmation of receipt,2011-12-07T11:27:59.544+01:00,Resource16,complete
case-10735,T04 Determine confirmation of receipt,2011-12-07T11:28:27.297+01:00,Resource16,complete
case-10735,T05 Print and send confirmation of receipt,2011-12-07T11:29:01.432+01:00,Resource16,complete
case-10735,T06 Determine necessity of stop advice,2011-12-07T11:29:25.305+01:00,Resource16,complete
case-10735,T10 Determine necessity to stop indication,2011-12-07T11:30:00.766+01:00,Resource16,complete
case-10749,Confirmation of receipt,2011-12-06T13:30:29.664+01:00,Resource16,complete
case-10749,T02 Check confirmation of receipt,2011-12-06T13:37:47.452+01:00,Resource16,complete
case-10749,T04 Determine confirmation of receipt,2011-12-06T13:38:09.733+01:00,Resource16,complete
case-10749,T05 Print and send confirmation of receipt,2011-12-06T13:38:30.187+01:00,Resource16,complete
case-10749,T06 Determine necessity of stop advice,2011-12-06T13:38:57.461+01:00,Resource16,complete
case-10749,T10 Determine necessity to stop indication,2011-12-06T13:39:25.089+01:00,Resource16,complete
case-10757,Confirmation of receipt,2011-12-13T12:09:28.917+01:00,Resource06,complete
case-10757,T02 Check confirmation of receipt,2011-12-13T15:18:51.703+01:00,Resource06,complete
case-10757,T04 Determine confirmation of receipt,2011-12-13T15:19:42.246+01:00,Resource06,complete
case-10757,T05 Print and send confirmation of receipt,2011-12-13T15:20:26.891+01:00,Resource06,complete
case-10757,T06 Determine necessity of stop advice,2011-12-13T15:28:47.163+01:00,Resource06,complete
case-10757,T10 Determine necessity to stop indication,2011-12-13T15:29:29.822+01:00,Resource06,complete
case-10763,Confirmation of receipt,2011-12-17T16:16:49.296+01:00,Resource35,complete
case-10763,T02 Check confirmation of receipt,2011-12-17T16:17:26.955+01:00,Resource35,complete
case-10763,T04 Determine confirmation of receipt,2011-12-17T16:17:56.913+01:00,Resource35,complete
case-10763,T06 Determine necessity of stop advice,2011-12-17T16:18:30.884+01:00,Resource35,complete
case-10763,T10 Determine necessity to stop indication,2011-12-17T16:19:13.622+01:00,Resource35,complete
case-10763,T05 Print and send confirmation of receipt,2011-12-19T11:34:23.055+01:00,admin1,complete
case-10765,Confirmation of receipt,2011-12-12T14:30:43.309+01:00,Resource23,complete
case-10765,T02 Check confirmation of receipt,2011-12-12T14:32:01.716+01:00,Resource23,complete
case-10765,T04 Determine confirmation of receipt,2011-12-12T14:32:40.534+01:00,Resource23,complete
case-10765,T05 Print and send confirmation of receipt,2011-12-12T14:33:38.186+01:00,Resource23,complete
case-10777,Confirmation of receipt,2011-12-09T08:51:11.509+01:00,Resource16,complete
case-10777,T02 Check confirmation of receipt,2011-12-09T08:51:52.760+01:00,Resource16,complete
case-10777,T04 Determine confirmation of receipt,2011-12-09T08:52:21.123+01:00,Resource16,complete
case-10777,T05 Print and send confirmation of receipt,2011-12-09T08:52:41.023+01:00,Resource16,complete
case-10777,T06 Determine necessity of stop advice,2011-12-09T08:53:04.728+01:00,Resource16,complete
case-10777,T10 Determine necessity to stop indication,2011-12-09T08:53:29.259+01:00,Resource16,complete
case-10779,Confirmation of receipt,2011-12-07T15:52:49.492+01:00,Resource09,complete
case-10779,T06 Determine necessity of stop advice,2011-12-07T15:56:56.564+01:00,Resource09,complete
case-10779,T02 Check confirmation of receipt,2011-12-07T15:58:29.727+01:00,Resource09,complete
case-10779,T10 Determine necessity to stop indication,2011-12-07T15:59:40.804+01:00,Resource09,complete
case-10779,T04 Determine confirmation of receipt,2011-12-07T16:00:17.096+01:00,Resource09,complete
case-10779,T05 Print and send confirmation of receipt,2011-12-07T16:00:46.464+01:00,Resource09,complete
case-10788,Confirmation of receipt,2012-01-12T15:13:12.379+01:00,Resource14,complete
case-10788,T02 Check confirmation of receipt,2012-01-12T15:13:56.588+01:00,Resource14,complete
case-10788,T04 Determine confirmation of receipt,2012-01-12T15:14:33.885+01:00,Resource14,complete
case-10788,T05 Print and send confirmation of receipt,2012-01-12T15:16:01.964+01:00,Resource14,complete
case-10788,T06 Determine necessity of stop advice,2012-01-12T15:17:05.134+01:00,Resource14,complete
case-10788,T10 Determine necessity to stop indication,2012-01-12T15:18:11.016+01:00,Resource14,complete
case-10799,Confirmation of receipt,2011-12-21T12:35:49.971+01:00,Resource16,complete
case-10799,T02 Check confirmation of receipt,2011-12-21T12:36:33.658+01:00,Resource16,complete
case-10799,T04 Determine confirmation of receipt,2011-12-21T13:11:54.559+01:00,Resource16,complete
case-10799,T05 Print and send confirmation of receipt,2011-12-21T13:15:09.991+01:00,Resource16,complete
case-10799,T06 Determine necessity of stop advice,2011-12-21T13:15:40.720+01:00,Resource16,complete
case-10799,T10 Determine necessity to stop indication,2011-12-21T13:22:30.403+01:00,Resource16,complete
case-10800,Confirmation of receipt,2011-12-21T14:23:48.367+01:00,Resource16,complete
case-10800,T02 Check confirmation of receipt,2011-12-21T14:24:27.676+01:00,Resource16,complete
case-10800,T04 Determine confirmation of receipt,2011-12-21T14:24:58.629+01:00,Resource16,complete
case-10800,T05 Print and send confirmation of receipt,2011-12-21T14:25:24.973+01:00,Resource16,complete
case-10800,T06 Determine necessity of stop advice,2011-12-21T14:25:50.026+01:00,Resource16,complete
case-10800,T10 Determine necessity to stop indication,2011-12-21T14:26:26.932+01:00,Resource16,complete
case-10810,Confirmation of receipt,2012-01-12T15:56:12.766+01:00,Resource06,complete
case-10810,T02 Check confirmation of receipt,2012-01-12T16:07:45.635+01:00,Resource06,complete
case-10810,T04 Determine confirmation of receipt,2012-01-12T16:08:24.037+01:00,Resource06,complete
case-10810,T05 Print and send confirmation of receipt,2012-01-12T16:09:31.229+01:00,Resource06,complete
case-10810,T06 Determine necessity of stop advice,2012-01-12T16:10:05.481+01:00,Resource06,complete
case-10810,T10 Determine necessity to stop indication,2012-01-12T16:11:11.427+01:00,Resource06,complete
case-10814,Confirmation of receipt,2011-12-28T14:19:04.153+01:00,Resource12,complete
case-10814,T02 Check confirmation of receipt,2011-12-28T14:20:33.399+01:00,Resource12,complete
case-10814,T04 Determine confirmation of receipt,2011-12-28T14:21:05.710+01:00,Resource12,complete
case-10814,T06 Determine necessity of stop advice,2011-12-28T14:39:32.658+01:00,Resource12,complete
case-10814,T10 Determine necessity to stop indication,2011-12-28T14:45:48.231+01:00,Resource12,complete
case-10814,T05 Print and send confirmation of receipt,2011-12-30T10:01:44.557+01:00,admin1,complete
case-10838,Confirmation of receipt,2012-01-03T12:51:49.190+01:00,Resource04,complete
case-10838,T02 Check confirmation of receipt,2012-01-03T12:52:18.360+01:00,Resource04,complete
case-10838,T04 Determine confirmation of receipt,2012-01-03T12:53:19.645+01:00,Resource04,complete
case-10838,T05 Print and send confirmation of receipt,2012-01-03T12:53:44.316+01:00,Resource04,complete
case-10838,T06 Determine necessity of stop advice,2012-01-04T08:57:57.196+01:00,Resource04,complete
case-10838,T10 Determine necessity to stop indication,2012-01-04T08:58:41.444+01:00,Resource04,complete
case-10853,Confirmation of receipt,2012-01-06T16:54:34.620+01:00,Resource20,complete
case-10853,T02 Check confirmation of receipt,2012-01-06T16:55:03.629+01:00,Resource20,complete
case-10853,T04 Determine confirmation of receipt,2012-01-06T16:55:29.771+01:00,Resource20,complete
case-10853,T05 Print and send confirmation of receipt,2012-01-06T16:55:55.212+01:00,Resource20,complete
case-10853,T06 Determine necessity of stop advice,2012-01-09T09:03:39.027+01:00,Resource20,complete
case-10853,T10 Determine necessity to stop indication,2012-01-09T09:04:19.401+01:00,Resource20,complete
case-10854,Confirmation of receipt,2012-01-06T16:57:48.131+01:00,Resource20,complete
case-10854,T02 Check confirmation of receipt,2012-01-06T16:58:14.608+01:00,Resource20,complete
case-10854,T04 Determine confirmation of receipt,2012-01-06T16:58:37.766+01:00,Resource20,complete
case-10854,T05 Print and send confirmation of receipt,2012-01-06T16:59:02.444+01:00,Resource20,complete
case-10854,T06 Determine necessity of stop advice,2012-01-09T09:10:58.906+01:00,Resource20,complete
case-10854,T10 Determine necessity to stop indication,2012-01-09T09:11:58.715+01:00,Resource20,complete
case-10855,Confirmation of receipt,2012-01-06T17:01:10.603+01:00,Resource20,complete
case-10855,T02 Check confirmation of receipt,2012-01-06T17:01:38.601+01:00,Resource20,complete
case-10855,T04 Determine confirmation of receipt,2012-01-06T17:02:16.472+01:00,Resource20,complete
case-10855,T05 Print and send confirmation of receipt,2012-01-06T17:02:44.551+01:00,Resource20,complete
case-10855,T06 Determine necessity of stop advice,2012-01-09T09:13:55.440+01:00,Resource20,complete
case-10855,T10 Determine necessity to stop indication,2012-01-09T09:14:25.478+01:00,Resource20,complete
case-10856,Confirmation of receipt,2012-01-06T17:06:05.709+01:00,Resource20,complete
case-10856,T02 Check confirmation of receipt,2012-01-06T17:06:35.887+01:00,Resource20,complete
case-10856,T04 Determine confirmation of receipt,2012-01-06T17:07:13.824+01:00,Resource20,complete
case-10856,T05 Print and send confirmation of receipt,2012-01-06T17:07:34.752+01:00,Resource20,complete
case-10856,T06 Determine necessity of stop advice,2012-01-09T09:57:11.425+01:00,Resource20,complete
case-10856,T10 Determine necessity to stop indication,2012-01-09T09:57:58.055+01:00,Resource20,complete
case-10857,Confirmation of receipt,2012-01-04T19:36:09.258+01:00,Resource13,complete
case-10857,T06 Determine necessity of stop advice,2012-01-04T19:37:33.931+01:00,Resource13,complete
case-10857,T10 Determine necessity to stop indication,2012-01-04T19:53:52.494+01:00,Resource13,complete
case-10857,T16 Report reasons to hold request,2012-01-04T19:54:44.634+01:00,Resource13,complete
case-10857,T17 Check report Y to stop indication,2012-01-04T19:55:41.647+01:00,Resource13,complete
case-10857,T19 Determine report Y to stop indication,2012-01-04T19:56:18.050+01:00,Resource13,complete
case-10857,T20 Print report Y to stop indication,2012-01-04T19:56:54.192+01:00,Resource13,complete
case-10857,T02 Check confirmation of receipt,2012-01-05T08:19:19.141+01:00,Resource13,complete
case-10857,T04 Determine confirmation of receipt,2012-01-05T12:47:06.479+01:00,Resource13,complete
case-10857,T05 Print and send confirmation of receipt,2012-01-05T12:47:44.454+01:00,Resource13,complete
case-10858,Confirmation of receipt,2012-01-06T17:09:08.572+01:00,Resource20,complete
case-10858,T02 Check confirmation of receipt,2012-01-06T17:09:34.549+01:00,Resource20,complete
case-10858,T04 Determine confirmation of receipt,2012-01-06T17:10:02.415+01:00,Resource20,complete
case-10858,T05 Print and send confirmation of receipt,2012-01-06T17:10:25.423+01:00,Resource20,complete
case-10858,T06 Determine necessity of stop advice,2012-01-09T09:59:39.010+01:00,Resource20,complete
case-10858,T10 Determine necessity to stop indication,2012-01-09T10:00:18.393+01:00,Resource20,complete
case-10861,Confirmation of receipt,2012-01-06T17:15:03.958+01:00,Resource20,complete
case-10861,T02 Check confirmation of receipt,2012-01-06T17:15:31.581+01:00,Resource20,complete
case-10861,T04 Determine confirmation of receipt,2012-01-06T17:15:58.425+01:00,Resource20,complete
case-10861,T05 Print and send confirmation of receipt,2012-01-06T17:16:21.170+01:00,Resource20,complete
case-10861,T06 Determine necessity of stop advice,2012-01-09T10:13:58.004+01:00,Resource20,complete
case-10861,T10 Determine necessity to stop indication,2012-01-09T10:14:27.715+01:00,Resource20,complete
case-10862,Confirmation of receipt,2011-12-15T11:53:12.667+01:00,admin2,complete
case-10863,Confirmation of receipt,2012-01-06T17:12:33.877+01:00,Resource20,complete
